Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating
1882,35,Female,Samsung Soundbar,2020-10-24,Billing Inquiry,Delivery problem,Pending Customer Response,Low,Email,2023-06-01 14:25:50,,
1883,48,Female,Nintendo Switch Pro Controller,2021-11-29,Product Inquiry,Installation support,Closed,High,Social Media,2023-06-01 03:02:51,2023-06-01 07:14:51,2.0
1884,19,Female,Bose SoundLink Speaker,2021-04-15,Billing Inquiry,Account access,Open,Critical,Email,,,
1885,49,Male,Bose QuietComfort,2021-01-31,Refund Request,Network problem,Closed,High,Email,2023-06-01 04:20:52,2023-06-01 11:21:52,1.0
1886,38,Other,LG OLED,2020-07-19,Refund Request,Product setup,Pending Customer Response,Medium,Social Media,2023-06-01 13:31:52,,
1887,59,Male,MacBook Pro,2020-10-04,Cancellation Request,Product compatibility,Closed,High,Chat,2023-06-01 03:24:53,2023-06-01 05:05:53,1.0
1888,33,Other,Nikon D,2021-09-11,Cancellation Request,Delivery problem,Closed,High,Chat,2023-06-01 00:31:54,2023-06-01 12:34:54,2.0
1889,22,Female,Nintendo Switch Pro Controller,2021-08-15,Product Inquiry,Peripheral compatibility,Pending Customer Response,Medium,Phone,2023-06-01 22:26:56,,
1890,70,Other,Asus ROG,2021-01-15,Cancellation Request,Product setup,Pending Customer Response,Critical,Social Media,2023-06-01 15:22:58,,
1891,51,Female,Nest Thermostat,2021-04-13,Refund Request,Hardware issue,Pending Customer Response,Low,Email,2023-06-01 00:03:58,,
1892,64,Other,Nintendo Switch Pro Controller,2020-07-22,Cancellation Request,Software bug,Open,High,Email,,,
1893,65,Other,Nintendo Switch,2021-08-09,Cancellation Request,Data loss,Open,Medium,Social Media,,,
1894,63,Other,Amazon Echo,2021-12-01,Product Inquiry,Payment issue,Pending Customer Response,Low,Phone,2023-06-01 04:34:04,,
1895,54,Female,Dell XPS,2020-11-30,Refund Request,Refund request,Open,Low,Email,,,
1896,52,Other,LG Washing Machine,2020-09-06,Cancellation Request,Installation support,Closed,Medium,Chat,2023-06-01 22:23:08,2023-06-01 00:18:08,3.0
1897,22,Male,Canon DSLR Camera,2020-03-17,Product Inquiry,Peripheral compatibility,Closed,Medium,Social Media,2023-06-01 16:36:09,2023-06-01 15:05:09,3.0
1898,58,Other,Canon DSLR Camera,2021-07-23,Technical Issue,Cancellation request,Closed,Medium,Email,2023-06-01 21:27:10,2023-06-01 06:11:10,3.0
1899,24,Female,Roomba Robot Vacuum,2020-03-07,Billing Inquiry,Peripheral compatibility,Pending Customer Response,Critical,Social Media,2023-06-01 19:23:12,,
1900,22,Other,Microsoft Xbox Controller,2021-04-26,Refund Request,Hardware issue,Pending Customer Response,High,Email,2023-05-31 23:29:14,,
1901,34,Male,Roomba Robot Vacuum,2021-05-26,Cancellation Request,Battery life,Pending Customer Response,Low,Social Media,2023-06-01 19:02:15,,
1902,35,Female,Google Pixel,2021-04-09,Cancellation Request,Peripheral compatibility,Closed,Low,Phone,2023-06-01 01:57:17,2023-06-01 08:32:17,3.0
1903,19,Other,Samsung Soundbar,2021-04-04,Cancellation Request,Hardware issue,Closed,Medium,Email,2023-06-01 09:47:17,2023-06-01 17:53:17,3.0
1904,18,Other,Apple AirPods,2021-08-30,Product Inquiry,Product recommendation,Pending Customer Response,Low,Social Media,2023-06-01 18:32:19,,
1905,21,Male,Nikon D,2020-05-17,Product Inquiry,Data loss,Pending Customer Response,Low,Social Media,2023-06-01 19:54:19,,
1906,34,Male,GoPro Hero,2021-04-15,Refund Request,Product recommendation,Closed,Critical,Chat,2023-06-01 07:23:20,2023-06-01 07:30:20,4.0
1907,30,Male,MacBook Pro,2021-03-23,Technical Issue,Payment issue,Pending Customer Response,High,Social Media,2023-06-01 10:29:22,,
1908,35,Other,LG Smart TV,2021-09-21,Product Inquiry,Peripheral compatibility,Pending Customer Response,Low,Chat,2023-06-01 00:23:24,,
1909,53,Other,Amazon Echo,2021-08-10,Product Inquiry,Data loss,Open,Critical,Phone,,,
1910,55,Female,MacBook Pro,2021-04-05,Product Inquiry,Cancellation request,Pending Customer Response,Low,Chat,2023-06-01 20:37:26,,
1911,58,Female,Nest Thermostat,2021-01-20,Product Inquiry,Delivery problem,Open,Medium,Phone,,,
1912,64,Male,GoPro Hero,2021-10-03,Product Inquiry,Refund request,Pending Customer Response,Low,Phone,2023-06-01 06:29:29,,
1913,67,Other,Bose QuietComfort,2020-12-09,Product Inquiry,Installation support,Pending Customer Response,High,Chat,2023-06-01 07:15:30,,
1914,34,Female,Samsung Soundbar,2020-01-18,Refund Request,Hardware issue,Pending Customer Response,Low,Social Media,2023-06-01 12:40:30,,
1915,45,Other,Microsoft Office,2020-09-28,Technical Issue,Refund request,Pending Customer Response,High,Social Media,2023-06-01 14:44:33,,
1916,18,Female,Xbox,2021-05-30,Refund Request,Network problem,Pending Customer Response,Low,Phone,2023-05-31 23:39:34,,
1917,29,Other,Lenovo ThinkPad,2020-07-02,Cancellation Request,Product setup,Closed,Medium,Phone,2023-06-01 14:51:35,2023-06-01 11:28:35,5.0
1918,36,Male,PlayStation,2020-02-24,Product Inquiry,Display issue,Closed,High,Email,2023-06-01 19:12:36,2023-05-31 23:42:36,3.0
1919,28,Female,Nest Thermostat,2021-12-22,Product Inquiry,Battery life,Closed,Critical,Social Media,2023-06-01 01:46:38,2023-06-01 17:44:38,5.0
1920,22,Male,Sony PlayStation,2020-12-17,Billing Inquiry,Battery life,Closed,High,Chat,2023-06-01 10:01:39,2023-06-01 19:36:39,2.0
1921,68,Other,Microsoft Xbox Controller,2020-01-23,Cancellation Request,Cancellation request,Open,Critical,Phone,,,
1922,56,Male,Fitbit Versa Smartwatch,2021-01-27,Refund Request,Network problem,Closed,Critical,Social Media,2023-06-01 17:34:43,2023-06-01 16:42:43,1.0
1923,42,Other,Bose SoundLink Speaker,2021-04-25,Billing Inquiry,Software bug,Open,Low,Chat,,,
1924,57,Female,Roomba Robot Vacuum,2021-03-02,Technical Issue,Installation support,Open,Critical,Phone,,,
1925,46,Male,Microsoft Office,2021-09-12,Technical Issue,Data loss,Open,High,Phone,,,
1926,61,Other,Canon EOS,2020-04-30,Product Inquiry,Payment issue,Closed,High,Chat,2023-06-01 07:35:50,2023-06-01 01:37:50,1.0
1927,25,Female,Amazon Kindle,2020-07-25,Cancellation Request,Data loss,Pending Customer Response,Low,Social Media,2023-06-01 13:37:52,,
1928,41,Female,LG Washing Machine,2020-01-26,Technical Issue,Account access,Closed,Medium,Email,2023-06-01 10:21:54,2023-06-01 21:18:54,5.0
1929,31,Other,Nest Thermostat,2020-07-13,Product Inquiry,Battery life,Open,Critical,Email,,,
1930,58,Male,Amazon Kindle,2020-12-15,Cancellation Request,Data loss,Pending Customer Response,Low,Phone,2023-06-01 21:27:56,,
1931,69,Other,Bose SoundLink Speaker,2020-02-21,Billing Inquiry,Payment issue,Pending Customer Response,Critical,Email,2023-05-31 23:19:57,,
1932,38,Male,HP Pavilion,2020-05-13,Cancellation Request,Product compatibility,Pending Customer Response,Medium,Email,2023-06-01 07:40:59,,
1933,30,Other,iPhone,2021-11-04,Product Inquiry,Battery life,Closed,High,Phone,2023-06-01 11:49:59,2023-06-01 15:52:59,5.0
1934,39,Other,Nintendo Switch,2020-01-04,Technical Issue,Data loss,Pending Customer Response,Medium,Social Media,2023-06-01 03:50:00,,
1935,40,Female,Canon DSLR Camera,2020-07-22,Refund Request,Account access,Open,Critical,Email,,,
1936,29,Other,LG Smart TV,2021-03-23,Refund Request,Battery life,Closed,High,Chat,2023-06-01 11:06:04,2023-06-01 10:40:04,2.0
1937,34,Other,Lenovo ThinkPad,2020-03-02,Refund Request,Installation support,Pending Customer Response,High,Phone,2023-06-01 05:28:06,,
1938,48,Male,Dell XPS,2021-09-04,Refund Request,Product recommendation,Open,High,Social Media,,,
1939,37,Other,Google Nest,2020-10-10,Billing Inquiry,Product compatibility,Closed,Critical,Phone,2023-06-01 06:58:09,2023-06-01 07:49:09,5.0
1940,20,Female,Canon DSLR Camera,2021-07-25,Product Inquiry,Network problem,Pending Customer Response,High,Phone,2023-05-31 22:56:10,,
1941,59,Female,Fitbit Versa Smartwatch,2020-02-09,Refund Request,Payment issue,Closed,High,Social Media,2023-06-01 19:21:12,2023-06-01 04:37:12,5.0
1942,64,Other,Autodesk AutoCAD,2021-08-13,Refund Request,Display issue,Open,Low,Email,,,
1943,58,Other,Nintendo Switch Pro Controller,2020-05-08,Cancellation Request,Payment issue,Pending Customer Response,Critical,Chat,2023-06-01 02:49:15,,
1944,69,Male,Amazon Kindle,2020-01-07,Refund Request,Refund request,Pending Customer Response,Critical,Phone,2023-05-31 22:48:16,,
1945,43,Female,Dell XPS,2020-12-14,Refund Request,Account access,Closed,High,Social Media,2023-06-01 04:11:18,2023-05-31 23:02:18,2.0
1946,43,Male,Asus ROG,2020-09-14,Technical Issue,Battery life,Open,Low,Social Media,,,
1947,49,Male,GoPro Hero,2020-09-27,Billing Inquiry,Battery life,Open,Medium,Phone,,,
1948,48,Other,Google Nest,2021-03-10,Billing Inquiry,Display issue,Open,Medium,Social Media,,,
1949,22,Male,Amazon Echo,2021-04-05,Billing Inquiry,Payment issue,Open,High,Email,,,
1950,43,Other,HP Pavilion,2021-09-23,Cancellation Request,Software bug,Closed,High,Chat,2023-06-01 01:41:26,2023-05-31 23:06:26,2.0
1951,70,Female,LG Washing Machine,2020-06-13,Cancellation Request,Software bug,Closed,High,Email,2023-06-01 18:31:26,2023-06-01 03:57:26,1.0
1952,32,Female,Nikon D,2021-06-10,Product Inquiry,Cancellation request,Open,Low,Chat,,,
1953,54,Male,Bose SoundLink Speaker,2021-04-07,Refund Request,Cancellation request,Pending Customer Response,High,Chat,2023-06-01 17:38:29,,
1954,40,Female,Autodesk AutoCAD,2021-05-03,Product Inquiry,Cancellation request,Open,Low,Email,,,
1955,61,Other,Amazon Kindle,2020-03-22,Billing Inquiry,Product recommendation,Closed,Medium,Phone,2023-05-31 22:49:33,2023-06-01 15:32:33,5.0
1956,37,Male,Samsung Galaxy,2020-08-24,Refund Request,Hardware issue,Pending Customer Response,High,Chat,2023-06-01 15:01:34,,
1957,24,Female,Canon DSLR Camera,2020-08-05,Technical Issue,Software bug,Closed,Medium,Phone,2023-06-01 05:35:36,2023-06-01 08:45:36,1.0
1958,60,Male,Bose SoundLink Speaker,2020-03-25,Refund Request,Hardware issue,Closed,Medium,Email,2023-06-01 06:18:37,2023-06-01 07:13:37,3.0
1959,45,Other,LG Smart TV,2020-06-17,Cancellation Request,Network problem,Open,Critical,Phone,,,
1960,38,Male,Nest Thermostat,2020-03-08,Refund Request,Display issue,Open,High,Phone,,,
1961,52,Female,Samsung Galaxy,2020-08-11,Product Inquiry,Network problem,Pending Customer Response,Medium,Chat,2023-06-01 01:29:41,,
1962,31,Female,Samsung Soundbar,2020-06-30,Billing Inquiry,Product setup,Closed,Medium,Chat,2023-06-01 05:29:43,2023-06-01 13:51:43,1.0
1963,67,Female,LG Washing Machine,2021-01-19,Technical Issue,Display issue,Open,Low,Social Media,,,
1964,35,Female,PlayStation,2020-10-09,Product Inquiry,Peripheral compatibility,Pending Customer Response,Medium,Chat,2023-06-01 08:39:47,,
1965,42,Female,Adobe Photoshop,2021-03-03,Refund Request,Cancellation request,Pending Customer Response,Medium,Phone,2023-06-01 20:47:49,,
1966,30,Female,Bose QuietComfort,2021-04-26,Billing Inquiry,Account access,Closed,Medium,Chat,2023-06-01 02:11:51,2023-06-01 01:01:51,4.0
1967,23,Female,Google Nest,2020-02-23,Product Inquiry,Cancellation request,Open,High,Chat,,,
1968,19,Male,Amazon Echo,2021-10-21,Billing Inquiry,Refund request,Closed,Critical,Chat,2023-06-01 16:18:54,2023-06-01 13:06:54,2.0
1969,27,Other,Xbox,2020-10-30,Cancellation Request,Installation support,Pending Customer Response,High,Phone,2023-05-31 23:20:56,,
1970,20,Female,Canon DSLR Camera,2021-07-11,Refund Request,Hardware issue,Pending Customer Response,High,Chat,2023-06-01 05:31:58,,
1971,20,Other,Microsoft Surface,2021-12-21,Technical Issue,Account access,Pending Customer Response,Critical,Phone,2023-06-01 22:13:00,,
1972,59,Other,LG OLED,2021-09-29,Billing Inquiry,Software bug,Pending Customer Response,High,Email,2023-06-01 08:17:01,,
1973,37,Female,Amazon Echo,2021-12-03,Refund Request,Payment issue,Pending Customer Response,High,Social Media,2023-05-31 22:55:03,,
1974,20,Female,Google Nest,2020-03-17,Product Inquiry,Hardware issue,Open,High,Social Media,,,
1975,44,Female,iPhone,2021-08-28,Product Inquiry,Product setup,Pending Customer Response,High,Chat,2023-06-01 21:02:05,,
1976,63,Other,LG Washing Machine,2021-01-25,Product Inquiry,Data loss,Open,High,Email,,,
1977,27,Female,Nintendo Switch Pro Controller,2020-10-18,Technical Issue,Software bug,Open,Medium,Phone,,,
1978,59,Male,LG Smart TV,2021-04-28,Refund Request,Account access,Closed,High,Chat,2023-05-31 23:54:08,2023-06-01 17:17:08,3.0
1979,28,Male,Adobe Photoshop,2020-02-08,Product Inquiry,Network problem,Closed,Low,Email,2023-06-01 12:37:09,2023-06-01 05:41:09,4.0
1980,66,Female,Google Nest,2021-05-16,Billing Inquiry,Installation support,Open,Low,Phone,,,
1981,63,Male,Nikon D,2020-01-14,Technical Issue,Delivery problem,Closed,Low,Chat,2023-06-01 09:04:12,2023-06-01 21:07:12,1.0
1982,49,Male,Amazon Echo,2020-03-28,Billing Inquiry,Display issue,Open,High,Social Media,,,
1983,47,Male,Microsoft Xbox Controller,2021-04-07,Product Inquiry,Data loss,Open,Medium,Email,,,
1984,59,Female,LG OLED,2021-05-27,Product Inquiry,Peripheral compatibility,Open,Low,Chat,,,
1985,39,Female,Philips Hue Lights,2020-05-30,Technical Issue,Product recommendation,Closed,High,Email,2023-06-01 00:51:19,2023-06-01 10:07:19,3.0
1986,34,Other,Garmin Forerunner,2021-06-22,Technical Issue,Delivery problem,Open,Low,Social Media,,,
1987,19,Female,Fitbit Charge,2020-08-01,Billing Inquiry,Delivery problem,Pending Customer Response,Critical,Chat,2023-06-01 11:39:21,,
1988,57,Male,Nikon D,2021-06-28,Billing Inquiry,Data loss,Pending Customer Response,Medium,Email,2023-06-01 00:18:22,,
1989,33,Female,Fitbit Charge,2021-02-02,Product Inquiry,Delivery problem,Open,Low,Email,,,
1990,69,Female,Nest Thermostat,2021-02-07,Billing Inquiry,Hardware issue,Pending Customer Response,High,Phone,2023-06-01 22:27:24,,
1991,37,Other,Dell XPS,2021-07-04,Billing Inquiry,Product recommendation,Pending Customer Response,High,Social Media,2023-06-01 04:45:24,,
1992,30,Other,Sony PlayStation,2021-03-09,Product Inquiry,Display issue,Closed,Low,Email,2023-06-01 15:20:26,2023-06-01 13:00:26,2.0
1993,64,Other,Samsung Soundbar,2020-04-23,Refund Request,Hardware issue,Pending Customer Response,Critical,Social Media,2023-06-01 12:45:28,,
1994,66,Male,PlayStation,2021-01-13,Billing Inquiry,Delivery problem,Closed,Medium,Email,2023-06-01 11:55:30,2023-06-01 13:12:30,1.0
1995,68,Female,Bose SoundLink Speaker,2020-01-22,Refund Request,Peripheral compatibility,Closed,Medium,Chat,2023-06-01 11:36:32,2023-06-01 20:39:32,4.0
1996,66,Female,Apple AirPods,2021-10-17,Technical Issue,Network problem,Open,Medium,Social Media,,,
1997,41,Male,LG OLED,2020-02-25,Technical Issue,Delivery problem,Pending Customer Response,Critical,Social Media,2023-06-01 12:53:34,,
1998,28,Female,Philips Hue Lights,2020-08-29,Billing Inquiry,Product recommendation,Closed,Medium,Email,2023-06-01 12:22:36,2023-06-01 10:59:36,2.0
1999,57,Male,Garmin Forerunner,2020-11-04,Technical Issue,Cancellation request,Pending Customer Response,High,Chat,2023-06-01 19:54:38,,
2000,67,Other,Samsung Galaxy,2020-06-27,Billing Inquiry,Payment issue,Pending Customer Response,Medium,Chat,2023-06-01 02:10:39,,
2001,40,Other,Fitbit Charge,2021-08-14,Billing Inquiry,Product setup,Open,Low,Email,,,
2002,56,Other,Canon DSLR Camera,2021-12-28,Technical Issue,Display issue,Pending Customer Response,Medium,Chat,2023-06-01 19:11:43,,
2003,25,Other,Sony PlayStation,2021-02-21,Cancellation Request,Refund request,Pending Customer Response,High,Social Media,2023-06-01 16:01:45,,
2004,60,Male,Nikon D,2020-07-28,Cancellation Request,Network problem,Closed,Critical,Chat,2023-06-01 16:17:46,2023-05-31 23:34:46,1.0
2005,47,Female,Philips Hue Lights,2020-06-04,Technical Issue,Peripheral compatibility,Pending Customer Response,High,Chat,2023-06-01 07:51:48,,
2006,66,Female,Asus ROG,2021-07-04,Technical Issue,Installation support,Pending Customer Response,Low,Chat,2023-06-01 00:18:49,,
2007,61,Male,Garmin Forerunner,2021-03-08,Billing Inquiry,Software bug,Open,High,Phone,,,
2008,55,Other,Asus ROG,2020-07-06,Refund Request,Refund request,Closed,Critical,Social Media,2023-06-01 00:31:50,2023-06-01 15:48:50,3.0
2009,42,Male,Nintendo Switch Pro Controller,2020-03-17,Cancellation Request,Battery life,Open,Medium,Email,,,
2010,33,Female,Fitbit Versa Smartwatch,2021-05-22,Cancellation Request,Product setup,Open,Critical,Social Media,,,
2011,24,Male,LG OLED,2021-08-02,Product Inquiry,Display issue,Open,High,Chat,,,
2012,39,Male,LG Smart TV,2021-08-19,Cancellation Request,Delivery problem,Closed,Critical,Social Media,2023-06-01 16:10:55,2023-06-01 08:43:55,1.0
2013,48,Other,Google Pixel,2020-05-09,Cancellation Request,Refund request,Open,Medium,Email,,,
2014,23,Female,Nintendo Switch Pro Controller,2021-06-01,Cancellation Request,Installation support,Open,Medium,Social Media,,,
2015,40,Male,Canon EOS,2021-07-05,Technical Issue,Installation support,Open,Critical,Social Media,,,
2016,60,Female,Roomba Robot Vacuum,2020-09-09,Refund Request,Peripheral compatibility,Pending Customer Response,Low,Phone,2023-06-01 05:54:01,,
2017,35,Male,Bose QuietComfort,2020-06-04,Refund Request,Delivery problem,Pending Customer Response,Critical,Social Media,2023-06-01 06:01:02,,
2018,67,Other,Nikon D,2020-04-13,Refund Request,Peripheral compatibility,Pending Customer Response,High,Social Media,2023-05-31 23:31:03,,
2019,52,Male,Dyson Vacuum Cleaner,2020-11-01,Product Inquiry,Battery life,Open,Medium,Phone,,,
2020,35,Female,Dyson Vacuum Cleaner,2021-11-10,Technical Issue,Product recommendation,Open,Low,Phone,,,
2021,66,Other,Google Pixel,2020-10-13,Technical Issue,Software bug,Pending Customer Response,Critical,Email,2023-06-01 00:22:07,,
2022,60,Female,Nest Thermostat,2021-12-05,Technical Issue,Account access,Pending Customer Response,High,Email,2023-05-31 23:41:09,,
2023,62,Other,LG OLED,2021-02-20,Billing Inquiry,Peripheral compatibility,Closed,High,Social Media,2023-06-01 13:54:11,2023-06-01 08:10:11,4.0
2024,22,Male,Amazon Echo,2020-04-07,Refund Request,Network problem,Open,Critical,Email,,,
2025,23,Female,LG OLED,2020-09-26,Billing Inquiry,Product recommendation,Open,Low,Social Media,,,
2026,60,Male,Fitbit Charge,2021-03-27,Refund Request,Installation support,Pending Customer Response,High,Phone,2023-06-01 02:17:17,,
2027,59,Female,Sony Xperia,2021-08-09,Technical Issue,Cancellation request,Pending Customer Response,Low,Chat,2023-06-01 21:01:18,,
2028,49,Male,Lenovo ThinkPad,2021-10-06,Refund Request,Refund request,Pending Customer Response,Critical,Email,2023-06-01 04:23:18,,
2029,49,Female,Samsung Galaxy,2020-02-28,Product Inquiry,Installation support,Pending Customer Response,High,Chat,2023-06-01 09:09:19,,
2030,40,Male,Garmin Forerunner,2021-03-08,Technical Issue,Product recommendation,Open,Medium,Chat,,,
2031,29,Female,Sony 4K HDR TV,2020-05-19,Product Inquiry,Cancellation request,Closed,Critical,Email,2023-06-01 06:36:21,2023-06-01 06:40:21,4.0
2032,30,Female,Samsung Soundbar,2021-10-22,Cancellation Request,Product compatibility,Pending Customer Response,Medium,Social Media,2023-06-01 00:33:23,,
2033,44,Male,Roomba Robot Vacuum,2020-05-15,Cancellation Request,Delivery problem,Open,High,Social Media,,,
2034,70,Other,Nest Thermostat,2020-02-14,Product Inquiry,Peripheral compatibility,Pending Customer Response,Medium,Phone,2023-05-31 23:05:26,,
2035,49,Female,Autodesk AutoCAD,2021-01-04,Billing Inquiry,Peripheral compatibility,Open,Low,Social Media,,,
2036,61,Male,Canon DSLR Camera,2021-04-17,Cancellation Request,Payment issue,Closed,Medium,Email,2023-06-01 17:38:30,2023-06-01 21:19:30,3.0
2037,48,Female,Asus ROG,2020-09-23,Billing Inquiry,Delivery problem,Closed,Critical,Social Media,2023-06-01 02:06:31,2023-06-01 06:12:31,4.0
2038,64,Female,Apple AirPods,2021-12-02,Refund Request,Battery life,Open,Critical,Chat,,,
2039,59,Female,Autodesk AutoCAD,2021-10-30,Refund Request,Installation support,Open,Medium,Chat,,,
2040,25,Other,Apple AirPods,2021-11-02,Technical Issue,Display issue,Pending Customer Response,High,Phone,2023-06-01 07:11:35,,
2041,61,Female,Microsoft Xbox Controller,2020-04-01,Cancellation Request,Payment issue,Open,Medium,Social Media,,,
2042,41,Female,PlayStation,2020-03-20,Cancellation Request,Product compatibility,Pending Customer Response,Medium,Chat,2023-06-01 02:21:38,,
2043,49,Female,Fitbit Charge,2021-10-20,Product Inquiry,Software bug,Pending Customer Response,Medium,Chat,2023-06-01 15:22:40,,
2044,61,Male,Nest Thermostat,2020-07-02,Billing Inquiry,Refund request,Pending Customer Response,Medium,Social Media,2023-06-01 02:16:43,,
2045,18,Other,Fitbit Versa Smartwatch,2021-11-22,Billing Inquiry,Software bug,Pending Customer Response,High,Email,2023-06-01 22:31:44,,
2046,41,Male,Amazon Kindle,2020-04-26,Product Inquiry,Software bug,Open,High,Social Media,,,
2047,30,Female,HP Pavilion,2020-09-11,Technical Issue,Installation support,Pending Customer Response,Critical,Chat,2023-06-01 06:44:47,,
2048,41,Female,Dyson Vacuum Cleaner,2021-02-01,Technical Issue,Software bug,Pending Customer Response,Medium,Social Media,2023-06-01 21:22:49,,
2049,49,Male,Xbox,2021-09-08,Refund Request,Battery life,Open,Critical,Chat,,,
2050,55,Other,Philips Hue Lights,2021-10-21,Technical Issue,Payment issue,Open,Medium,Chat,,,
2051,68,Other,Nintendo Switch,2021-03-09,Refund Request,Refund request,Pending Customer Response,Medium,Phone,2023-06-01 15:42:54,,
2052,41,Male,LG Washing Machine,2020-06-27,Refund Request,Product setup,Open,Critical,Social Media,,,
2053,39,Male,Amazon Echo,2021-03-28,Product Inquiry,Cancellation request,Open,Critical,Chat,,,
2054,21,Male,Canon DSLR Camera,2021-08-06,Technical Issue,Delivery problem,Pending Customer Response,Critical,Social Media,2023-06-01 13:13:00,,
2055,52,Other,Microsoft Office,2021-11-25,Product Inquiry,Software bug,Open,High,Email,,,
2056,32,Female,Nintendo Switch,2021-11-09,Cancellation Request,Product compatibility,Pending Customer Response,Low,Chat,2023-06-01 08:46:01,,
2057,37,Female,Asus ROG,2020-01-10,Technical Issue,Refund request,Open,Medium,Social Media,,,
2058,25,Male,Microsoft Surface,2020-10-10,Refund Request,Network problem,Open,Low,Chat,,,
2059,38,Male,Nikon D,2020-02-19,Refund Request,Display issue,Open,Critical,Email,,,
2060,61,Female,LG OLED,2020-06-27,Billing Inquiry,Cancellation request,Open,Low,Phone,,,
2061,45,Male,Xbox,2020-07-23,Technical Issue,Data loss,Pending Customer Response,Critical,Email,2023-06-01 21:52:07,,
2062,22,Male,MacBook Pro,2020-03-24,Cancellation Request,Refund request,Closed,High,Email,2023-06-01 14:43:09,2023-06-01 15:07:09,5.0
2063,68,Male,Samsung Soundbar,2021-10-12,Cancellation Request,Cancellation request,Open,High,Email,,,
2064,64,Other,MacBook Pro,2021-01-21,Refund Request,Installation support,Closed,Low,Email,2023-06-01 05:31:11,2023-06-01 07:48:11,4.0
2065,43,Male,HP Pavilion,2020-08-20,Billing Inquiry,Account access,Open,Medium,Phone,,,
2066,53,Other,Microsoft Surface,2021-10-19,Technical Issue,Cancellation request,Closed,High,Phone,2023-06-01 00:10:15,2023-06-01 01:54:15,5.0
2067,68,Male,Amazon Echo,2021-11-10,Refund Request,Peripheral compatibility,Pending Customer Response,Medium,Social Media,2023-05-31 23:47:17,,
2068,63,Other,Amazon Echo,2021-01-28,Refund Request,Refund request,Closed,High,Chat,2023-06-01 01:50:18,2023-06-01 10:13:18,5.0
2069,43,Female,Google Nest,2021-05-03,Billing Inquiry,Hardware issue,Pending Customer Response,Critical,Chat,2023-06-01 18:08:20,,
2070,36,Other,Philips Hue Lights,2020-08-09,Refund Request,Network problem,Open,Critical,Chat,,,
2071,22,Female,Fitbit Versa Smartwatch,2021-09-17,Product Inquiry,Payment issue,Open,Medium,Social Media,,,
2072,46,Female,Google Nest,2020-10-04,Billing Inquiry,Software bug,Closed,High,Social Media,2023-06-01 20:11:24,2023-05-31 22:48:24,4.0
2073,68,Female,Xbox,2021-03-26,Product Inquiry,Delivery problem,Pending Customer Response,Medium,Chat,2023-06-01 04:46:26,,
2074,35,Male,Amazon Kindle,2021-07-20,Refund Request,Payment issue,Open,Critical,Social Media,,,
2075,21,Male,Sony PlayStation,2021-09-28,Cancellation Request,Installation support,Closed,Critical,Phone,2023-06-01 22:23:30,2023-06-01 21:02:30,3.0
2076,48,Other,Fitbit Charge,2020-09-03,Technical Issue,Payment issue,Pending Customer Response,Medium,Social Media,2023-06-01 17:51:30,,
2077,32,Other,Dell XPS,2021-07-07,Billing Inquiry,Peripheral compatibility,Pending Customer Response,Medium,Email,2023-06-01 09:06:32,,
2078,58,Other,Nikon D,2020-06-03,Technical Issue,Display issue,Closed,Critical,Social Media,2023-06-01 01:31:34,2023-05-31 23:52:34,4.0
2079,31,Female,Asus ROG,2020-01-11,Product Inquiry,Software bug,Open,Medium,Social Media,,,
2080,63,Male,Xbox,2021-03-05,Refund Request,Peripheral compatibility,Pending Customer Response,Critical,Phone,2023-06-01 11:10:35,,
2081,32,Male,Sony Xperia,2020-08-01,Product Inquiry,Product compatibility,Open,High,Phone,,,
2082,41,Female,Adobe Photoshop,2020-10-11,Product Inquiry,Product recommendation,Pending Customer Response,Critical,Email,2023-06-01 14:15:38,,
2083,34,Other,iPhone,2020-03-09,Refund Request,Software bug,Closed,Critical,Phone,2023-06-01 07:05:39,2023-05-31 22:38:39,5.0
2084,56,Female,Lenovo ThinkPad,2020-02-02,Product Inquiry,Data loss,Pending Customer Response,Critical,Email,2023-06-01 16:48:41,,
2085,33,Female,LG Smart TV,2020-07-20,Technical Issue,Refund request,Open,Medium,Phone,,,
2086,33,Male,Nikon D,2020-06-24,Product Inquiry,Product recommendation,Closed,High,Social Media,2023-06-01 04:11:44,2023-06-01 21:48:44,4.0
2087,67,Female,Sony Xperia,2020-05-29,Cancellation Request,Battery life,Pending Customer Response,High,Social Media,2023-06-01 15:23:46,,
2088,38,Female,Google Nest,2020-06-09,Billing Inquiry,Delivery problem,Pending Customer Response,Critical,Phone,2023-06-01 18:19:48,,
2089,33,Female,Lenovo ThinkPad,2021-12-19,Technical Issue,Account access,Pending Customer Response,Medium,Phone,2023-06-01 04:18:48,,
2090,60,Other,LG Smart TV,2020-12-24,Refund Request,Account access,Closed,Low,Social Media,2023-06-01 10:47:50,2023-06-01 13:34:50,4.0
2091,67,Female,Amazon Kindle,2020-04-23,Cancellation Request,Account access,Pending Customer Response,Medium,Chat,2023-06-01 05:42:52,,
2092,34,Female,Microsoft Office,2021-10-21,Cancellation Request,Installation support,Closed,Medium,Email,2023-06-01 12:43:54,2023-06-01 12:22:54,5.0
